location,date,total_cases,new_cases
Monaco,2022-01-20,6984,0
Mongolia,2022-01-20,741682,0
Montenegro,2022-01-20,185971,0
Montserrat,2022-01-20,129,0
Morocco,2022-01-20,1043225,0
Mozambique,2022-01-20,218797,0
Myanmar,2022-01-20,533144,0
Namibia,2022-01-20,154536,0
Nauru,2022-01-20,0,0
Nepal,2022-01-20,853738,0
Netherlands,2022-01-20,3648801,0
New Caledonia,2022-01-20,13672,0
New Zealand,2022-01-20,14750,0
Nicaragua,2022-01-20,13589,0
Niger,2022-01-20,8366,0
Nigeria,2022-01-20,250628,0
Niue,2022-01-20,0,0
North America,2022-01-20,77253283,0
North Korea,2022-01-20,0,0
North Macedonia,2022-01-20,245347,0
Northern Mariana Islands,2022-01-20,3946,0
Norway,2022-01-20,515465,0
Oceania,2022-01-20,1901357,0
Oman,2022-01-20,311698,0
Pakistan,2022-01-20,1320120,0
Palau,2022-01-20,119,0
Palestine,2022-01-20,475686,0
Panama,2022-01-20,558676,0
Papua New Guinea,2022-01-20,36446,0
Paraguay,2022-01-20,494034,0
Peru,2022-01-20,2512789,0
Philippines,2022-01-20,3205304,0
Pitcairn,2022-01-20,0,0
Poland,2022-01-20,4314036,0
Portugal,2022-01-20,1932323,0
Puerto Rico,2022-01-20,444363,0
Qatar,2022-01-20,295221,0
Reunion,2022-01-20,102216,0
Romania,2022-01-20,1895833,0
Russia,2022-01-20,10803534,0
Rwanda,2022-01-20,124802,0
Saint Barthelemy,2022-01-20,2952,0
Saint Helena,2022-01-20,0,0
Saint Kitts and Nevis,2022-01-20,4882,0
Saint Lucia,2022-01-20,16969,0
Saint Martin (French part),2022-01-20,7517,0
Saint Pierre and Miquelon,2022-01-20,255,0
Saint Vincent and the Grenadines,2022-01-20,7298,0
Samoa,2022-01-20,2,0
San Marino,2022-01-20,10722,0
Sao Tome and Principe,2022-01-20,5495,0
Saudi Arabia,2022-01-20,609953,0
Senegal,2022-01-20,82271,0
Serbia,2022-01-20,1425147,0
Seychelles,2022-01-20,32194,0
Sierra Leone,2022-01-20,7529,0
Singapore,2022-01-20,291849,0
Sint Maarten (Dutch part),2022-01-20,8250,0
Slovakia,2022-01-20,879656,0
Slovenia,2022-01-20,538470,0
Solomon Islands,2022-01-20,25,0
Somalia,2022-01-20,24261,0
South Africa,2022-01-20,3556633,0
South America,2022-01-20,42967974,0
South Korea,2022-01-20,696030,0
South Sudan,2022-01-20,16522,0
Spain,2022-01-20,8742522,0
Sri Lanka,2022-01-20,596347,0
Sudan,2022-01-20,52330,0
Suriname,2022-01-20,62734,0
Sweden,2022-01-20,1615907,0
Switzerland,2022-01-20,1724607,0
Syria,2022-01-20,50674,0
Tajikistan,2022-01-20,17493,0
Tanzania,2022-01-20,32393,0
Thailand,2022-01-20,2324485,0
Togo,2022-01-20,35851,0
Tokelau,2022-01-20,0,0
Tonga,2022-01-20,1,0
Trinidad and Tobago,2022-01-20,99780,0
Tunisia,2022-01-20,780746,0
Turkey,2022-01-20,10403064,0
Turkmenistan,2022-01-20,0,0
Turks and Caicos Islands,2022-01-20,4956,0
Tuvalu,2022-01-20,0,0
Uganda,2022-01-20,158743,0
Ukraine,2022-01-20,3717255,0
United Arab Emirates,2022-01-20,802181,0
United Kingdom,2022-01-20,15910747,0
United States,2022-01-20,64924728,0
United States Virgin Islands,2022-01-20,13521,0
Upper-middle-income countries,2022-01-20,93117233,0
Uruguay,2022-01-20,490626,0
Uzbekistan,2022-01-20,124524,0
Vanuatu,2022-01-20,7,0
Vatican,2022-01-20,26,0
Venezuela,2022-01-20,452430,0
Vietnam,2022-01-20,2023546,0
Wallis and Futuna,2022-01-20,453,0
World,2022-01-20,328341671,0
Yemen,2022-01-20,10318,0
Zambia,2022-01-20,295028,0
Zimbabwe,2022-01-20,225934,0
Afghanistan,2022-01-19,158678,0
Africa,2022-01-19,10552975,0
Albania,2022-01-19,228777,0
Algeria,2022-01-19,225484,0
American Samoa,2022-01-19,18,0
Andorra,2022-01-19,29888,0
Angola,2022-01-19,93524,0
Anguilla,2022-01-19,2040,0
Antigua and Barbuda,2022-01-19,5321,0
Argentina,2022-01-19,7240336,0
Armenia,2022-01-19,347617,0
Aruba,2022-01-19,29694,0
Asia,2022-01-19,90068214,0
Australia,2022-01-19,1707359,0
Austria,2022-01-19,1420424,0
Azerbaijan,2022-01-19,624918,0
Bahamas,2022-01-19,30254,0
Bahrain,2022-01-19,305414,0
Bangladesh,2022-01-19,1617711,0
Barbados,2022-01-19,34691,0
Belarus,2022-01-19,714295,0
Belgium,2022-01-19,2457059,0
Belize,2022-01-19,40612,0
Benin,2022-01-19,26036,0
Bermuda,2022-01-19,8541,0
Bhutan,2022-01-19,2928,0
Bolivia,2022-01-19,725459,0
Bonaire Sint Eustatius and Saba,2022-01-19,5153,0
Bosnia and Herzegovina,2022-01-19,314943,0
Botswana,2022-01-19,239887,0
Brazil,2022-01-19,22927203,0
British Virgin Islands,2022-01-19,5255,0
Brunei,2022-01-19,15881,0
Bulgaria,2022-01-19,818229,0
Burkina Faso,2022-01-19,20249,0
Burundi,2022-01-19,36736,0
Cambodia,2022-01-19,120796,0
Cameroon,2022-01-19,114113,0
Canada,2022-01-19,2720411,0
Cape Verde,2022-01-19,53987,0
Cayman Islands,2022-01-19,12023,0
Central African Republic,2022-01-19,13754,0
Chad,2022-01-19,6556,0
Chile,2022-01-19,1867101,0
China,2022-01-19,136027,0
Colombia,2022-01-19,5475904,0
Comoros,2022-01-19,7745,0
Congo,2022-01-19,23244,0
Cook Islands,2022-01-19,0,0
Costa Rica,2022-01-19,609882,0
Cote d'Ivoire,2022-01-19,79088,0
Croatia,2022-01-19,811703,0
Cuba,2022-01-19,995631,0
Curacao,2022-01-19,31929,0
Cyprus,2022-01-19,215609,0
Czechia,2022-01-19,2649770,0
Democratic Republic of Congo,2022-01-19,84197,0
Denmark,2022-01-19,1105037,0
Djibouti,2022-01-19,14841,0
Dominica,2022-01-19,7957,0
Dominican Republic,2022-01-19,494595,0
East Timor,2022-01-19,19863,0
Ecuador,2022-01-19,602942,0
Egypt,2022-01-19,398879,0
El Salvador,2022-01-19,123577,0
Equatorial Guinea,2022-01-19,15492,0
Eritrea,2022-01-19,8876,0
Estonia,2022-01-19,254115,0
Eswatini,2022-01-19,67830,0
Ethiopia,2022-01-19,456279,0
Europe,2022-01-19,105597868,0
European Union (27),2022-01-19,69086478,0
Falkland Islands,2022-01-19,85,0
Faroe Islands,2022-01-19,9769,0
Fiji,2022-01-19,59456,0
Finland,2022-01-19,494378,0
France,2022-01-19,13538779,0
French Guiana,2022-01-19,67275,0
French Polynesia,2022-01-19,47132,0
Gabon,2022-01-19,45152,0
Gambia,2022-01-19,11572,0
Georgia,2022-01-19,995687,0
Germany,2022-01-19,8046745,0
Ghana,2022-01-19,154891,0
Gibraltar,2022-01-19,10725,0
Greece,2022-01-19,1673700,0
Greenland,2022-01-19,7546,0
Grenada,2022-01-19,9535,0
Guadeloupe,2022-01-19,73660,0
Guam,2022-01-19,17967,0
Guatemala,2022-01-19,648947,0
Guernsey,2022-01-19,10371,0
Guinea,2022-01-19,35602,0
Guinea-Bissau,2022-01-19,7034,0
Guyana,2022-01-19,49056,0
Haiti,2022-01-19,27973,0
High-income countries,2022-01-19,167233152,0
Honduras,2022-01-19,384077,0
Hungary,2022-01-19,1327014,0
Iceland,2022-01-19,40111,0
India,2022-01-19,37122164,0
Indonesia,2022-01-19,4271649,0
Iran,2022-01-19,6218741,0
Iraq,2022-01-19,2110683,0
Ireland,2022-01-19,1082501,0
Isle of Man,2022-01-19,19937,0
Israel,2022-01-19,1813518,0
Italy,2022-01-19,8549450,0
Jamaica,2022-01-19,110250,0
Japan,2022-01-19,1879839,0
Jersey,2022-01-19,26152,0
Jordan,2022-01-19,1097474,0
Kazakhstan,2022-01-19,1134598,0
Kenya,2022-01-19,317324,0
Kiribati,2022-01-19,0,0
Kosovo,2022-01-19,165320,0
Kuwait,2022-01-19,460828,0
Kyrgyzstan,2022-01-19,74853,0
Laos,2022-01-19,124731,0
Latvia,2022-01-19,303792,0
Lebanon,2022-01-19,814631,0
Lesotho,2022-01-19,31844,0
Liberia,2022-01-19,7193,0
Libya,2022-01-19,396452,0
Liechtenstein,2022-01-19,7377,0
Lithuania,2022-01-19,577587,0
Low-income countries,2022-01-19,1685971,0
Lower-middle-income countries,2022-01-19,65949168,0
Luxembourg,2022-01-19,129048,0
Madagascar,2022-01-19,55827,0
Malawi,2022-01-19,82506,0
Malaysia,2022-01-19,2808347,0
Maldives,2022-01-19,103581,0
Mali,2022-01-19,28321,0
Malta,2022-01-19,63990,0
Marshall Islands,2022-01-19,4,0
Martinique,2022-01-19,65380,0
Mauritania,2022-01-19,54393,0
Mauritius,2022-01-19,95810,0
Mayotte,2022-01-19,33757,0
Mexico,2022-01-19,4660484,0
Micronesia (country),2022-01-19,0,0
Moldova,2022-01-19,387920,0
Monaco,2022-01-19,6984,0
Mongolia,2022-01-19,741682,0
Montenegro,2022-01-19,185971,0
Montserrat,2022-01-19,129,0
Morocco,2022-01-19,1043225,0
Mozambique,2022-01-19,218797,0
Myanmar,2022-01-19,533144,0
Namibia,2022-01-19,154536,0
Nauru,2022-01-19,0,0
Nepal,2022-01-19,853738,0
Netherlands,2022-01-19,3648801,0
New Caledonia,2022-01-19,13672,0
New Zealand,2022-01-19,14750,0
Nicaragua,2022-01-19,13589,0
Niger,2022-01-19,8366,0
Nigeria,2022-01-19,250628,0
Niue,2022-01-19,0,0
North America,2022-01-19,77253283,0
North Korea,2022-01-19,0,0
North Macedonia,2022-01-19,245347,0
Northern Mariana Islands,2022-01-19,3946,0
Norway,2022-01-19,515465,0
Oceania,2022-01-19,1901357,0
Oman,2022-01-19,311698,0
Pakistan,2022-01-19,1320120,0
Palau,2022-01-19,119,0
Palestine,2022-01-19,475686,0
Panama,2022-01-19,558676,0
Papua New Guinea,2022-01-19,36446,0
Paraguay,2022-01-19,494034,0
Peru,2022-01-19,2512789,0
Philippines,2022-01-19,3205304,0
Pitcairn,2022-01-19,0,0
Poland,2022-01-19,4314036,0
Portugal,2022-01-19,1932323,0
Puerto Rico,2022-01-19,444363,0
Qatar,2022-01-19,295221,0
Reunion,2022-01-19,102216,0
Romania,2022-01-19,1895833,0
Russia,2022-01-19,10803534,0
Rwanda,2022-01-19,124802,0
Saint Barthelemy,2022-01-19,2952,0
Saint Helena,2022-01-19,0,0
Saint Kitts and Nevis,2022-01-19,4882,0
Saint Lucia,2022-01-19,16969,0
Saint Martin (French part),2022-01-19,7517,0
Saint Pierre and Miquelon,2022-01-19,255,0
Saint Vincent and the Grenadines,2022-01-19,7298,0
Samoa,2022-01-19,2,0
San Marino,2022-01-19,10722,0
Sao Tome and Principe,2022-01-19,5495,0
Saudi Arabia,2022-01-19,609953,0
Senegal,2022-01-19,82271,0
Serbia,2022-01-19,1425147,0
Seychelles,2022-01-19,32194,0
Sierra Leone,2022-01-19,7529,0
Singapore,2022-01-19,291849,0
Sint Maarten (Dutch part),2022-01-19,8250,0
Slovakia,2022-01-19,879656,0
Slovenia,2022-01-19,538470,0
Solomon Islands,2022-01-19,25,0
Somalia,2022-01-19,24261,0
South Africa,2022-01-19,3556633,0
South America,2022-01-19,42967974,0
South Korea,2022-01-19,696030,0
South Sudan,2022-01-19,16522,0
Spain,2022-01-19,8742522,0
Sri Lanka,2022-01-19,596347,0
Sudan,2022-01-19,52330,0
Suriname,2022-01-19,62734,0
Sweden,2022-01-19,1615907,0
Switzerland,2022-01-19,1724607,0
Syria,2022-01-19,50674,0
Tajikistan,2022-01-19,17493,0
Tanzania,2022-01-19,32393,0
Thailand,2022-01-19,2324485,0
Togo,2022-01-19,35851,0
Tokelau,2022-01-19,0,0
Tonga,2022-01-19,1,0
Trinidad and Tobago,2022-01-19,99780,0
Tunisia,2022-01-19,780746,0
Turkey,2022-01-19,10403064,0
Turkmenistan,2022-01-19,0,0
Turks and Caicos Islands,2022-01-19,4956,0
Tuvalu,2022-01-19,0,0
Uganda,2022-01-19,158743,0
Ukraine,2022-01-19,3717255,0
United Arab Emirates,2022-01-19,802181,0
United Kingdom,2022-01-19,15910747,0
United States,2022-01-19,64924728,0
United States Virgin Islands,2022-01-19,13521,0
Upper-middle-income countries,2022-01-19,93117233,0
Uruguay,2022-01-19,490626,0
Uzbekistan,2022-01-19,124524,0
Vanuatu,2022-01-19,7,0
Vatican,2022-01-19,26,0
Venezuela,2022-01-19,452430,0
Vietnam,2022-01-19,2023546,0
Wallis and Futuna,2022-01-19,453,0
World,2022-01-19,328341671,0
Yemen,2022-01-19,10318,0
Zambia,2022-01-19,295028,0
Zimbabwe,2022-01-19,225934,0
Afghanistan,2022-01-18,158678,0
Africa,2022-01-18,10552975,0
Albania,2022-01-18,228777,0
Algeria,2022-01-18,225484,0
American Samoa,2022-01-18,18,0
Andorra,2022-01-18,29888,0
Angola,2022-01-18,93524,0
Anguilla,2022-01-18,2040,0
Antigua and Barbuda,2022-01-18,5321,0
Argentina,2022-01-18,7240336,0
Armenia,2022-01-18,347617,0
Aruba,2022-01-18,29694,0
Asia,2022-01-18,90068214,0
Australia,2022-01-18,1707359,0
Austria,2022-01-18,1420424,0
Azerbaijan,2022-01-18,624918,0
Bahamas,2022-01-18,30254,0
Bahrain,2022-01-18,305414,0
Bangladesh,2022-01-18,1617711,0
Barbados,2022-01-18,34691,0
Belarus,2022-01-18,714295,0
Belgium,2022-01-18,2457059,0
Belize,2022-01-18,40612,0
Benin,2022-01-18,26036,0
Bermuda,2022-01-18,8541,0
Bhutan,2022-01-18,2928,0
Bolivia,2022-01-18,725459,0
Bonaire Sint Eustatius and Saba,2022-01-18,5153,0
Bosnia and Herzegovina,2022-01-18,314943,0
Botswana,2022-01-18,239887,0
Brazil,2022-01-18,22927203,0
British Virgin Islands,2022-01-18,5255,0
Brunei,2022-01-18,15881,0
Bulgaria,2022-01-18,818229,0
Burkina Faso,2022-01-18,20249,0
Burundi,2022-01-18,36736,0
Cambodia,2022-01-18,120796,0
Cameroon,2022-01-18,114113,0
Canada,2022-01-18,2720411,0
Cape Verde,2022-01-18,53987,0
Cayman Islands,2022-01-18,12023,0
Central African Republic,2022-01-18,13754,0
Chad,2022-01-18,6556,0
Chile,2022-01-18,1867101,0
China,2022-01-18,136027,0
Colombia,2022-01-18,5475904,0
Comoros,2022-01-18,7745,0
Congo,2022-01-18,23244,0
Cook Islands,2022-01-18,0,0
Costa Rica,2022-01-18,609882,0
Cote d'Ivoire,2022-01-18,79088,0
Croatia,2022-01-18,811703,0
Cuba,2022-01-18,995631,0
Curacao,2022-01-18,31929,0
Cyprus,2022-01-18,215609,0
Czechia,2022-01-18,2649770,0
Democratic Republic of Congo,2022-01-18,84197,0
Denmark,2022-01-18,1105037,0
Djibouti,2022-01-18,14841,0
Dominica,2022-01-18,7957,0
Dominican Republic,2022-01-18,494595,0
East Timor,2022-01-18,19863,0
Ecuador,2022-01-18,602942,0
Egypt,2022-01-18,398879,0
El Salvador,2022-01-18,123577,0
Equatorial Guinea,2022-01-18,15492,0
Eritrea,2022-01-18,8876,0
Estonia,2022-01-18,254115,0
Eswatini,2022-01-18,67830,0
Ethiopia,2022-01-18,456279,0
Europe,2022-01-18,105597868,0
European Union (27),2022-01-18,69086478,0
Falkland Islands,2022-01-18,85,0
Faroe Islands,2022-01-18,9769,0
Fiji,2022-01-18,59456,0
Finland,2022-01-18,494378,0
France,2022-01-18,13538779,0
French Guiana,2022-01-18,67275,0
French Polynesia,2022-01-18,47132,0
Gabon,2022-01-18,45152,0
Gambia,2022-01-18,11572,0
Georgia,2022-01-18,995687,0
Germany,2022-01-18,8046745,0
Ghana,2022-01-18,154891,0
Gibraltar,2022-01-18,10725,0
Greece,2022-01-18,1673700,0
Greenland,2022-01-18,7546,0
Grenada,2022-01-18,9535,0
Guadeloupe,2022-01-18,73660,0
Guam,2022-01-18,17967,0
Guatemala,2022-01-18,648947,0
Guernsey,2022-01-18,10371,0
Guinea,2022-01-18,35602,0
Guinea-Bissau,2022-01-18,7034,0
Guyana,2022-01-18,49056,0
Haiti,2022-01-18,27973,0
High-income countries,2022-01-18,167233152,0
Honduras,2022-01-18,384077,0
Hungary,2022-01-18,1327014,0
Iceland,2022-01-18,40111,0
India,2022-01-18,37122164,0
Indonesia,2022-01-18,4271649,0
Iran,2022-01-18,6218741,0
Iraq,2022-01-18,2110683,0
Ireland,2022-01-18,1082501,0
Isle of Man,2022-01-18,19937,0
Israel,2022-01-18,1813518,0
Italy,2022-01-18,8549450,0
Jamaica,2022-01-18,110250,0
Japan,2022-01-18,1879839,0
Jersey,2022-01-18,26152,0
Jordan,2022-01-18,1097474,0
Kazakhstan,2022-01-18,1134598,0
Kenya,2022-01-18,317324,0
Kiribati,2022-01-18,0,0
Kosovo,2022-01-18,165320,0
Kuwait,2022-01-18,460828,0
Kyrgyzstan,2022-01-18,74853,0
Laos,2022-01-18,124731,0
Latvia,2022-01-18,303792,0
Lebanon,2022-01-18,814631,0
Lesotho,2022-01-18,31844,0
Liberia,2022-01-18,7193,0
Libya,2022-01-18,396452,0
Liechtenstein,2022-01-18,7377,0
Lithuania,2022-01-18,577587,0
Low-income countries,2022-01-18,1685971,0
Lower-middle-income countries,2022-01-18,65949168,0
Luxembourg,2022-01-18,129048,0
Madagascar,2022-01-18,55827,0
Malawi,2022-01-18,82506,0
Malaysia,2022-01-18,2808347,0
Maldives,2022-01-18,103581,0
Mali,2022-01-18,28321,0
Malta,2022-01-18,63990,0
Marshall Islands,2022-01-18,4,0
Martinique,2022-01-18,65380,0
Mauritania,2022-01-18,54393,0
Mauritius,2022-01-18,95810,0
Mayotte,2022-01-18,33757,0
Mexico,2022-01-18,4660484,0
Micronesia (country),2022-01-18,0,0
Moldova,2022-01-18,387920,0
Monaco,2022-01-18,6984,0
Mongolia,2022-01-18,741682,0
Montenegro,2022-01-18,185971,0
Montserrat,2022-01-18,129,0
Morocco,2022-01-18,1043225,0
Mozambique,2022-01-18,218797,0
Myanmar,2022-01-18,533144,0
Namibia,2022-01-18,154536,0
Nauru,2022-01-18,0,0
Nepal,2022-01-18,853738,0
Netherlands,2022-01-18,3648801,0
New Caledonia,2022-01-18,13672,0
New Zealand,2022-01-18,14750,0
Nicaragua,2022-01-18,13589,0
Niger,2022-01-18,8366,0
Nigeria,2022-01-18,250628,0
Niue,2022-01-18,0,0
North America,2022-01-18,77253283,0
North Korea,2022-01-18,0,0
North Macedonia,2022-01-18,245347,0
Northern Mariana Islands,2022-01-18,3946,0
Norway,2022-01-18,515465,0
Oceania,2022-01-18,1901357,0
Oman,2022-01-18,311698,0
Pakistan,2022-01-18,1320120,0
Palau,2022-01-18,119,0
Palestine,2022-01-18,475686,0
Panama,2022-01-18,558676,0
Papua New Guinea,2022-01-18,36446,0
Paraguay,2022-01-18,494034,0
Peru,2022-01-18,2512789,0
Philippines,2022-01-18,3205304,0
Pitcairn,2022-01-18,0,0
Poland,2022-01-18,4314036,0
Portugal,2022-01-18,1932323,0
Puerto Rico,2022-01-18,444363,0
Qatar,2022-01-18,295221,0
Reunion,2022-01-18,102216,0
Romania,2022-01-18,1895833,0
Russia,2022-01-18,10803534,0
Rwanda,2022-01-18,124802,0
Saint Barthelemy,2022-01-18,2952,0
Saint Helena,2022-01-18,0,0
Saint Kitts and Nevis,2022-01-18,4882,0
Saint Lucia,2022-01-18,16969,0
Saint Martin (French part),2022-01-18,7517,0
Saint Pierre and Miquelon,2022-01-18,255,0
Saint Vincent and the Grenadines,2022-01-18,7298,0
Samoa,2022-01-18,2,0
San Marino,2022-01-18,10722,0
Sao Tome and Principe,2022-01-18,5495,0
Saudi Arabia,2022-01-18,609953,0
Senegal,2022-01-18,82271,0
Serbia,2022-01-18,1425147,0
Seychelles,2022-01-18,32194,0
Sierra Leone,2022-01-18,7529,0
Singapore,2022-01-18,291849,0
Sint Maarten (Dutch part),2022-01-18,8250,0
Slovakia,2022-01-18,879656,0
Slovenia,2022-01-18,538470,0
Solomon Islands,2022-01-18,25,0
Somalia,2022-01-18,24261,0
South Africa,2022-01-18,3556633,0
South America,2022-01-18,42967974,0
South Korea,2022-01-18,696030,0
South Sudan,2022-01-18,16522,0
Spain,2022-01-18,8742522,0
Sri Lanka,2022-01-18,596347,0
Sudan,2022-01-18,52330,0
Suriname,2022-01-18,62734,0
Sweden,2022-01-18,1615907,0
Switzerland,2022-01-18,1724607,0
Syria,2022-01-18,50674,0
Tajikistan,2022-01-18,17493,0
Tanzania,2022-01-18,32393,0
Thailand,2022-01-18,2324485,0
Togo,2022-01-18,35851,0
Tokelau,2022-01-18,0,0
Tonga,2022-01-18,1,0
Trinidad and Tobago,2022-01-18,99780,0
Tunisia,2022-01-18,780746,0
Turkey,2022-01-18,10403064,0
Turkmenistan,2022-01-18,0,0
Turks and Caicos Islands,2022-01-18,4956,0
Tuvalu,2022-01-18,0,0
Uganda,2022-01-18,158743,0
Ukraine,2022-01-18,3717255,0
United Arab Emirates,2022-01-18,802181,0
United Kingdom,2022-01-18,15910747,0
United States,2022-01-18,64924728,0
United States Virgin Islands,2022-01-18,13521,0
Upper-middle-income countries,2022-01-18,93117233,0
Uruguay,2022-01-18,490626,0
Uzbekistan,2022-01-18,124524,0
Vanuatu,2022-01-18,7,0
Vatican,2022-01-18,26,0
Venezuela,2022-01-18,452430,0
Vietnam,2022-01-18,2023546,0
Wallis and Futuna,2022-01-18,453,0
World,2022-01-18,328341671,0
Yemen,2022-01-18,10318,0
Zambia,2022-01-18,295028,0
Zimbabwe,2022-01-18,225934,0
Afghanistan,2022-01-17,158678,0
Africa,2022-01-17,10552975,0
Albania,2022-01-17,228777,0
Algeria,2022-01-17,225484,0
American Samoa,2022-01-17,18,0
Andorra,2022-01-17,29888,0
Angola,2022-01-17,93524,0
Anguilla,2022-01-17,2040,0
Antigua and Barbuda,2022-01-17,5321,0
Argentina,2022-01-17,7240336,0
Armenia,2022-01-17,347617,0
Aruba,2022-01-17,29694,0
Asia,2022-01-17,90068214,0
Australia,2022-01-17,1707359,0
Austria,2022-01-17,1420424,0
Azerbaijan,2022-01-17,624918,0
Bahamas,2022-01-17,30254,0
Bahrain,2022-01-17,305414,0
Bangladesh,2022-01-17,1617711,0
Barbados,2022-01-17,34691,0
Belarus,2022-01-17,714295,0
Belgium,2022-01-17,2457059,0
Belize,2022-01-17,40612,0
Benin,2022-01-17,26036,0
Bermuda,2022-01-17,8541,0
Bhutan,2022-01-17,2928,0
Bolivia,2022-01-17,725459,0
Bonaire Sint Eustatius and Saba,2022-01-17,5153,0
Bosnia and Herzegovina,2022-01-17,314943,0
Botswana,2022-01-17,239887,0
Brazil,2022-01-17,22927203,0
British Virgin Islands,2022-01-17,5255,0
Brunei,2022-01-17,15881,0
Bulgaria,2022-01-17,818229,0
Burkina Faso,2022-01-17,20249,0
Burundi,2022-01-17,36736,0
Cambodia,2022-01-17,120796,0
Cameroon,2022-01-17,114113,0
Canada,2022-01-17,2720411,0
Cape Verde,2022-01-17,53987,0
Cayman Islands,2022-01-17,12023,0
Central African Republic,2022-01-17,13754,0
Chad,2022-01-17,6556,0
Chile,2022-01-17,1867101,0
China,2022-01-17,136027,0
Colombia,2022-01-17,5475904,0
Comoros,2022-01-17,7745,0
Congo,2022-01-17,23244,0
Cook Islands,2022-01-17,0,0
Costa Rica,2022-01-17,609882,0
Cote d'Ivoire,2022-01-17,79088,0
Croatia,2022-01-17,811703,0
Cuba,2022-01-17,995631,0
Curacao,2022-01-17,31929,0
Cyprus,2022-01-17,215609,0
Czechia,2022-01-17,2649770,0
Democratic Republic of Congo,2022-01-17,84197,0
Denmark,2022-01-17,1105037,0
Djibouti,2022-01-17,14841,0
Dominica,2022-01-17,7957,0
Dominican Republic,2022-01-17,494595,0
East Timor,2022-01-17,19863,0
Ecuador,2022-01-17,602942,0
Egypt,2022-01-17,398879,0
El Salvador,2022-01-17,123577,0
Equatorial Guinea,2022-01-17,15492,0
Eritrea,2022-01-17,8876,0
Estonia,2022-01-17,254115,0
Eswatini,2022-01-17,67830,0
Ethiopia,2022-01-17,456279,0
Europe,2022-01-17,105597868,0
European Union (27),2022-01-17,69086478,0
Falkland Islands,2022-01-17,85,0
Faroe Islands,2022-01-17,9769,0
Fiji,2022-01-17,59456,0
Finland,2022-01-17,494378,0
France,2022-01-17,13538779,0
French Guiana,2022-01-17,67275,0
French Polynesia,2022-01-17,47132,0
Gabon,2022-01-17,45152,0
Gambia,2022-01-17,11572,0
Georgia,2022-01-17,995687,0
Germany,2022-01-17,8046745,0
Ghana,2022-01-17,154891,0
Gibraltar,2022-01-17,10725,0
Greece,2022-01-17,1673700,0
Greenland,2022-01-17,7546,0
Grenada,2022-01-17,9535,0
Guadeloupe,2022-01-17,73660,0
Guam,2022-01-17,17967,0
Guatemala,2022-01-17,648947,0
Guernsey,2022-01-17,10371,0
Guinea,2022-01-17,35602,0
Guinea-Bissau,2022-01-17,7034,0
Guyana,2022-01-17,49056,0
Haiti,2022-01-17,27973,0
High-income countries,2022-01-17,167233152,0
Honduras,2022-01-17,384077,0
Hungary,2022-01-17,1327014,0
Iceland,2022-01-17,40111,0
India,2022-01-17,37122164,0
Indonesia,2022-01-17,4271649,0
Iran,2022-01-17,6218741,0
Iraq,2022-01-17,2110683,0
Ireland,2022-01-17,1082501,0
Isle of Man,2022-01-17,19937,0
Israel,2022-01-17,1813518,0
Italy,2022-01-17,8549450,0
Jamaica,2022-01-17,110250,0
Japan,2022-01-17,1879839,0
Jersey,2022-01-17,26152,0
Jordan,2022-01-17,1097474,0
Kazakhstan,2022-01-17,1134598,0
Kenya,2022-01-17,317324,0
Kiribati,2022-01-17,0,0
Kosovo,2022-01-17,165320,0
Kuwait,2022-01-17,460828,0
Kyrgyzstan,2022-01-17,74853,0
Laos,2022-01-17,124731,0
Latvia,2022-01-17,303792,0
Lebanon,2022-01-17,814631,0
Lesotho,2022-01-17,31844,0
Liberia,2022-01-17,7193,0
Libya,2022-01-17,396452,0
Liechtenstein,2022-01-17,7377,0
Lithuania,2022-01-17,577587,0
Low-income countries,2022-01-17,1685971,0
Lower-middle-income countries,2022-01-17,65949168,0
Luxembourg,2022-01-17,129048,0
Madagascar,2022-01-17,55827,0
Malawi,2022-01-17,82506,0
Malaysia,2022-01-17,2808347,0
Maldives,2022-01-17,103581,0
Mali,2022-01-17,28321,0
Malta,2022-01-17,63990,0
Marshall Islands,2022-01-17,4,0
Martinique,2022-01-17,65380,0
Mauritania,2022-01-17,54393,0
Mauritius,2022-01-17,95810,0
Mayotte,2022-01-17,33757,0
Mexico,2022-01-17,4660484,0
Micronesia (country),2022-01-17,0,0
Moldova,2022-01-17,387920,0
Monaco,2022-01-17,6984,0
Mongolia,2022-01-17,741682,0
Montenegro,2022-01-17,185971,0
Montserrat,2022-01-17,129,0
Morocco,2022-01-17,1043225,0
Mozambique,2022-01-17,218797,0
Myanmar,2022-01-17,533144,0
Namibia,2022-01-17,154536,0
Nauru,2022-01-17,0,0
Nepal,2022-01-17,853738,0
Netherlands,2022-01-17,3648801,0
New Caledonia,2022-01-17,13672,0
New Zealand,2022-01-17,14750,0
Nicaragua,2022-01-17,13589,0
Niger,2022-01-17,8366,0
Nigeria,2022-01-17,250628,0
Niue,2022-01-17,0,0
North America,2022-01-17,77253283,0
North Korea,2022-01-17,0,0
North Macedonia,2022-01-17,245347,0
Northern Mariana Islands,2022-01-17,3946,0
Norway,2022-01-17,515465,0
Oceania,2022-01-17,1901357,0
Oman,2022-01-17,311698,0
Pakistan,2022-01-17,1320120,0
Palau,2022-01-17,119,0
Palestine,2022-01-17,475686,0
Panama,2022-01-17,558676,0
Papua New Guinea,2022-01-17,36446,0
Paraguay,2022-01-17,494034,0
